,Dataset_name,Anomaly_classes,Training_sample_size,Test_sample_size,Test_balance_size,Test_length_dev,Anomaly_All_ratio_dev,Test_size_balance_dev,Test_All_ratio_dev,Test_Train_ratio_dev,Anomaly_test_ratio_dev,Amount_of_classes
80,81_politics_CASUAL,"['healthy living tips', 'arts & culture', 'style', 'home & living', 'entertainment', 'comedy', 'politics', 'food & drink', 'travel']",74076,62859 (49.5%),31112 A,62859,0.2272026874064337,31112,0.459042611457991,0.8485744370646363,0.4949490128700743,9
81,82_politics_CASUAL_INVERT,"['u.s. news' 'parenting' 'world news' 'tech' 'sports' 'weird news'
 'environment' 'education' 'crime' 'science' 'wellness' 'business' 'media'
 'queer voices' 'women' 'black voices' 'money' 'religion' 'latino voices'
 'impact' 'weddings' 'college' 'good news' 'fifty' 'divorce']",72592,62859 (50.5%),31112 N,62859,0.23437996028083957,31112,0.4640718783914478,0.865921864668283,0.5050509871299257,25
82,83_COUPLES_politics,"['healthy living tips', 'money', 'queer voices', 'wellness', 'home & living', 'divorce', 'parenting', 'politics', 'weddings', 'impact']",79487,62859 (45.8%),28792 A,62859,0.20226771388026357,28792,0.4415930198249336,0.7908085598902965,0.4580410124246329,10
83,84_COUPLES_politics_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'weird news' 'environment' 'education' 'crime' 'science'
 'business' 'style' 'food & drink' 'media' 'women' 'black voices' 'travel'
 'religion' 'latino voices' 'college' 'good news' 'fifty']",67181,62859 (54.2%),28792 N,62859,0.2619732390033836,28792,0.48338203629652415,0.9356663342314047,0.5419589875753671,24
84,85_politics_TRADITIONAL NEWS,"['arts & culture', 'u.s. news', 'crime', 'money', 'world news', 'weird news', 'good news', 'education', 'sports', 'business', 'politics', 'tech']",94782,62859 (35.4%),22237 A,62859,0.14106101838988588,22237,0.3987477876948256,0.6631955434576186,0.3537600025453793,12
85,86_politics_TRADITIONAL NEWS_INVERT,"['comedy' 'parenting' 'entertainment' 'environment' 'science' 'wellness'
 'style' 'food & drink' 'media' 'queer voices' 'home & living' 'women'
 'black voices' 'travel' 'religion' 'latino voices' 'impact' 'weddings'
 'college' 'healthy living tips' 'fifty' 'divorce']",51886,62859 (64.6%),22237 N,62859,0.3540197829970805,22237,0.5478147195956251,1.211482866283776,0.6462399974546207,22
86,87_wellness,['wellness'],134107,62859 (8.6%),5384 A,62859,0.027334666896824834,5384,0.31913629763512485,0.4687227363224888,0.08565201482683465,1
87,88_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",12561,62859 (91.4%),5384 N,62859,0.7620657650490587,5384,0.8334526650755768,5.004299020778601,0.9143479851731653,33
88,89_entertainment_wellness,"['entertainment', 'wellness']",121954,62859 (16.9%),10593 A,62859,0.05731739650349272,10593,0.3401221775524449,0.5154320481493022,0.16852002099937957,2
89,90_entertainment_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",24714,62859 (83.1%),10593 N,62859,0.5968277893871399,10593,0.7177897297112124,2.5434571497936393,0.8314799790006204,32
90,91_travel_wellness,"['travel', 'wellness']",127177,62859 (13.3%),8354 A,62859,0.04396009177208529,8354,0.3307741691048012,0.4942638999190105,0.1329006188453523,2
91,92_travel_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",19491,62859 (86.7%),8354 N,62859,0.6618700667880996,8354,0.7633151183970857,3.2250269355086965,0.8670993811546477,32
92,93_parenting_wellness,"['parenting', 'wellness']",125185,62859 (14.6%),9208 A,62859,0.04896726298100445,9208,0.33427814766756714,0.5021288493030315,0.14648658107828633,2
93,94_parenting_wellness_INVERT,"['u.s. news' 'comedy' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",21483,62859 (85.4%),9208 N,62859,0.6361124943681677,9208,0.7452870456000569,2.9259879905041197,0.8535134189217137,32
94,95_healthy living tips_wellness,"['healthy living tips', 'wellness']",129421,62859 (11.8%),7392 A,62859,0.038443935926773455,7392,0.3269138755980861,0.4856939754753865,0.11759652555719945,2
95,96_healthy living tips_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college' 'good news'
 'fifty' 'divorce']",17247,62859 (88.2%),7392 N,62859,0.6924200434424388,7392,0.784697775447532,3.644633849365107,0.8824034744428005,32
96,97_queer voices_wellness,"['queer voices', 'wellness']",129664,62859 (11.6%),7288 A,62859,0.037855217298712364,7288,0.3265012492013941,0.48478374876604147,0.11594202898550725,2
97,98_queer voices_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",17004,62859 (88.4%),7288 N,62859,0.6958291073463306,7288,0.7870853837196199,3.6967184191954834,0.8840579710144928,32
98,99_food & drink_wellness,"['food & drink', 'wellness']",128202,62859 (12.6%),7915 A,62859,0.04142656010384118,7915,0.3289996388587938,0.49031216361679225,0.1259167342783054,2
99,100_food & drink_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",18466,62859 (87.4%),7915 N,62859,0.6756102059637258,7915,0.7729357516138948,3.40403985703455,0.8740832657216946,32
100,101_business_wellness,"['business', 'wellness']",129913,62859 (11.4%),7182 A,62859,0.03725644803187185,7182,0.3260795136223103,0.48385457960327294,0.11425571517205174,2
101,102_business_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",16755,62859 (88.6%),7182 N,62859,0.6993368000602909,7182,0.7895470645866305,3.7516562220232768,0.8857442848279483,32
102,103_comedy_wellness,"['comedy', 'wellness']",130327,62859 (11.1%),7004 A,62859,0.036255215181224314,7004,0.3253807211702711,0.48231755507300866,0.11142398065511701,2
103,104_comedy_wellness_INVERT,"['u.s. news' 'parenting' 'world news' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",16341,62859 (88.9%),7004 N,62859,0.705239898989899,7004,0.7936742424242424,3.8467046080411236,0.888576019344883,32
104,105_sports_wellness,"['sports', 'wellness']",130553,62859 (11.0%),6907 A,62859,0.035711331251421834,6907,0.3250005170310012,0.4814826162554671,0.10988084442959639,2
105,106_sports_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",16115,62859 (89.0%),6907 N,62859,0.7084863372755591,6907,0.7959455010509788,3.900651566863171,0.8901191555704036,32
106,107_black voices_wellness,"['black voices', 'wellness']",130899,62859 (10.8%),6759 A,62859,0.03488372093023256,6759,0.3244201529743288,0.48020993284899044,0.10752636853911135,2
107,108_black voices_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",15769,62859 (89.2%),6759 N,62859,0.7134862898712927,6759,0.7994480337793153,3.986238823007166,0.8924736314608887,32
108,109_home & living_wellness,"['home & living', 'wellness']",131083,62859 (10.6%),6680 A,62859,0.03444328716832867,6680,0.32411236349011563,0.4795358665883448,0.10626958748946054,2
109,110_home & living_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",15585,62859 (89.4%),6680 N,62859,0.7161669471215134,6680,0.8013232369588497,4.0333012512030795,0.8937304125105394,32
110,111_weddings_wellness,"['weddings', 'wellness']",131550,62859 (10.3%),6480 A,62859,0.03333179019489838,6480,0.3233337962748638,0.4778335233751425,0.10308786331312939,2
111,112_weddings_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",15118,62859 (89.7%),6480 N,62859,0.723020890775485,6480,0.8061223181194455,4.157891255457071,0.8969121366868706,32
112,113_women_wellness,"['women', 'wellness']",131607,62859 (10.3%),6456 A,62859,0.033198605411742924,6456,0.32323902378822006,0.47762657001527276,0.10270605641196964,2
113,114_women_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",15061,62859 (89.7%),6456 N,62859,0.7238578028747433,6456,0.8067120123203285,4.173627249186641,0.8972939435880304,32
114,115_crime_wellness,"['crime', 'wellness']",131614,62859 (10.3%),6453 A,62859,0.03318198413147326,6453,0.3232273888920313,0.4776011670490981,0.10265833054932468,2
115,116_crime_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",15054,62859 (89.7%),6453 N,62859,0.7239613414962843,6453,0.8067844903931308,4.175567955360702,0.8973416694506753,32
116,117_impact_wellness,"['impact', 'wellness']",131668,62859 (10.2%),6429 A,62859,0.033049396741840466,6429,0.3231376621240239,0.47740529209830784,0.10227652364816495,2
117,118_impact_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",15000,62859 (89.8%),6429 N,62859,0.7247717026933302,6429,0.8073440450044311,4.1906,0.897723476351835,32
118,119_divorce_wellness,"['divorce', 'wellness']",131709,62859 (10.2%),6412 A,62859,0.03295505941367542,6412,0.3230695695078327,0.47725667949798417,0.10200607709317679,2
119,120_divorce_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty']",14959,62859 (89.8%),6412 N,62859,0.7253720218972475,6412,0.8077694106761931,4.202085700915837,0.8979939229068232,32
120,121_world news_wellness,"['world news', 'wellness']",127428,62859 (13.1%),8247 A,62859,0.04333979725362216,8247,0.3303378580775355,0.49329032865618233,0.13119839641101513,2
121,122_world news_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'arts & culture' 'tech' 'sports'
 'entertainment' 'politics' 'weird news' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",19240,62859 (86.9%),8247 N,62859,0.66519689642992,8247,0.765648789875638,3.267099792099792,0.8688016035889848,32
122,123_media_wellness,"['media', 'wellness']",132046,62859 (10.0%),6267 A,62859,0.03215412636925682,6267,0.32251096688130115,0.4760386531966133,0.09969932706533671,2
123,124_media_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'religion' 'latino voices' 'impact' 'weddings' 'college'
 'healthy living tips' 'good news' 'fifty' 'divorce']",14622,62859 (90.0%),6267 N,62859,0.7303984202578697,6267,0.8112827660974948,4.298933114485022,0.9003006729346633,32
124,125_weird news_wellness,"['weird news', 'wellness']",132163,62859 (9.9%),6217 A,62859,0.03187845473843977,6217,0.3223174821302212,0.47561723023841773,0.09890389602125392,2
125,126_weird news_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'environment' 'education' 'crime'
 'science' 'business' 'style' 'food & drink' 'media' 'queer voices'
 'home & living' 'women' 'black voices' 'travel' 'money' 'religion'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",14505,62859 (90.1%),6217 N,62859,0.7321493200972028,6217,0.8125096944315185,4.3336091003102375,0.9010961039787461,32
126,127_religion_wellness,"['religion', 'wellness']",132303,62859 (9.8%),6157 A,62859,0.0315481497422654,6157,0.3220862667937406,0.47511394299448995,0.09794937876835458,2
127,128_religion_wellness_INVERT,"['u.s. news' 'comedy' 'parenting' 'world news' 'arts & culture' 'tech'
 'sports' 'entertainment' 'politics' 'weird news' 'environment'
 'education' 'crime' 'science' 'business' 'style' 'food & drink' 'media'
 'queer voices' 'home & living' 'women' 'black voices' 'travel' 'money'
 'latino voices' 'impact' 'weddings' 'college' 'healthy living tips'
 'good news' 'fifty' 'divorce']",14365,62859 (90.2%),6157 N,62859,0.7342535999171242,6157,0.8139826996788563,4.375844065436826,0.9020506212316455,32
